aclnn_api,mindspore,pyboost,kbk,kernel_mod_src,pyboost_src,kernel_mod_gen,pyboost_gen,evidence,via_ops,via_kernel_mod_src,via_pyboost_src,via_kernel_mod_gen,via_pyboost_gen,custom_dispatch_ops,custom_dispatch_names,direct_match,suspected_fusion,cpp_funcs,kernel_mod_files,pyboost_files,remarks
aclnnAbs,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,Abs;IsInf,IsInf,,Abs,Abs,,,Abs,False,IsInfAscend,kernel_mod_impl/customize/isinf_aclnn_kernel.cc;kernel_mod_impl/customize/isinf_aclnn_kernel.h,,shared_by_2_ops
aclnnAcos,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AcosExt,,,AcosExt,AcosExt,,,,True,,,,
aclnnAcosh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AcoshExt,,,AcoshExt,AcoshExt,,,,True,,,,
aclnnAdaLayerNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdaLayerNormQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdaLayerNormV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdaptiveAvgPool2d,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AdaptiveAvgPool2DExt,,,AdaptiveAvgPool2DExt,AdaptiveAvgPool2DExt,,,,True,,,,
aclnnAdaptiveAvgPool2dBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AdaptiveAvgPool2DGradExt,,,AdaptiveAvgPool2DGradExt,AdaptiveAvgPool2DGradExt,,,,True,,,,
aclnnAdaptiveAvgPool3d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AdaptiveAvgPool3DExt,AdaptiveAvgPool3DExt,,,,,,,True,AdaptiveAvgPool3DExtAclnnKernelMod,kernel_mod_impl/customize/adaptive_avg_pool3d_ext_aclnn_kernel.cc;kernel_mod_impl/customize/adaptive_avg_pool3d_ext_aclnn_kernel.h,,
aclnnAdaptiveAvgPool3dBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AdaptiveAvgPool3DGradExt,,,AdaptiveAvgPool3DGradExt,AdaptiveAvgPool3DGradExt,,,,True,,,,
aclnnAdaptiveMaxPool2d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AdaptiveMaxPool2D,AdaptiveMaxPool2D,,,,,,AdaptiveMaxPool2D,False,AdaptiveMaxPool2DAscend,kernel_mod_impl/customize/adaptive_max_pool2d_aclnn_kernel.cc;kernel_mod_impl/customize/adaptive_max_pool2d_aclnn_kernel.h,,
aclnnAdaptiveMaxPool2dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AdaptiveMaxPool2DGrad,AdaptiveMaxPool2DGrad,,,,,,,True,AdaptiveMaxPool2DGradAscend,kernel_mod_impl/customize/adaptive_max_pool2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/adaptive_max_pool2d_grad_aclnn_kernel.h,,
aclnnAdaptiveMaxPool3d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdaptiveMaxPool3dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdd,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen+custom_dispatch,Add;AddExt;Dense,Add;AddExt;Dense,,AddExt,AddExt,Add,AddAscend,Add,False,AddAscend;AddExtAscend;DenseAclnnKernelMod,kernel_mod_impl/customize/add_aclnn_kernel.cc;kernel_mod_impl/customize/add_aclnn_kernel.h;kernel_mod_impl/customize/add_ext_aclnn_kernel.cc;kernel_mod_impl/customize/add_ext_aclnn_kernel.h;kernel_mod_impl/customize/dense_aclnn_kernel.cc;kernel_mod_impl/customize/dense_aclnn_kernel.h,,shared_by_3_ops;has_custom_dispatch
aclnnAddLayerNorm,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AddLayerNormV2,AddLayerNormV2,,,,,,,True,AddLayerNormAscend,kernel_mod_impl/customize/add_layernorm_v2_aclnn_kernel.cc;kernel_mod_impl/customize/add_layernorm_v2_aclnn_kernel.h,,
aclnnAddLayerNormGrad,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AddLayerNormGrad,,,AddLayerNormGrad,AddLayerNormGrad,,,AddLayerNormGrad,False,,,,
aclnnAddLora,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddRelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddRmsNorm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AddRmsNorm,AddRmsNorm,,,,AddRmsNorm,AddRmsNormAscend,AddRmsNorm,False,AddRmsNormAscend,kernel_mod_impl/customize/add_rms_norm_aclnn_kernel.cc;kernel_mod_impl/customize/add_rms_norm_aclnn_kernel.h,,has_custom_dispatch
aclnnAddRmsNormCast,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddRmsNormDynamicQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddRmsNormDynamicQuantV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddRmsNormQuant,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AddRmsNormQuantV2,AddRmsNormQuantV2,,,,,,,True,AddRmsNormQuantAscend,kernel_mod_impl/customize/add_rmsnorm_quant_v2_aclnn_kernel.cc;kernel_mod_impl/customize/add_rmsnorm_quant_v2_aclnn_kernel.h,,
aclnnAddRmsNormQuantV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddbmm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Addbmm,Addbmm,,,,Addbmm,AddbmmAscend,Addbmm,False,AddbmmAclnnKernelMod,kernel_mod_impl/customize/addbmm_aclnn_kernel.cc;kernel_mod_impl/customize/addbmm_aclnn_kernel.h,,has_custom_dispatch
aclnnAddcdiv,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AddcdivExt,,,AddcdivExt,AddcdivExt,,,,True,,,,
aclnnAddcmul,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AddcmulExt,,,AddcmulExt,AddcmulExt,,,,True,,,,
aclnnAddmm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Addmm;Dense,Addmm;Dense,,,,Addmm,AddmmAscend,Addmm,False,AddmmAclnnKernelMod;DenseAclnnKernelMod,kernel_mod_impl/customize/addmm_aclnn_kernel.cc;kernel_mod_impl/customize/addmm_aclnn_kernel.h;kernel_mod_impl/customize/dense_aclnn_kernel.cc;kernel_mod_impl/customize/dense_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnAddmmWeightNz,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAddmv,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Addmv,Addmv,,,,Addmv,AddmvAscend,Addmv,False,AddmvAclnnKernelMod,kernel_mod_impl/customize/addmv_aclnn_kernel.cc;kernel_mod_impl/customize/addmv_aclnn_kernel.h,,has_custom_dispatch
aclnnAddr,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdds,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AddScalar,AddScalar,,,,AddScalar,AddScalarAscend,,True,AddScalarAscend,kernel_mod_impl/customize/add_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/add_scalar_aclnn_kernel.h,,has_custom_dispatch
aclnnAdvanceStep,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAdvanceStepV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAffineGrid,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAll,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,ReduceAll,ReduceAll,,,,,,,True,ReduceAllAscend,kernel_mod_impl/customize/reduce_all_aclnn_kernel.cc;kernel_mod_impl/customize/reduce_all_aclnn_kernel.h,,
aclnnAllGatherMatmul,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AllGatherMatmul,AllGatherMatmul,,,,AllGatherMatmul,AllGatherMatmulAscend,AllGatherMatmul,False,AllGatherMatmulAscend,kernel_mod_impl/customize/all_gather_matmul_aclnn_kernel.cc;kernel_mod_impl/customize/all_gather_matmul_aclnn_kernel.h,,has_custom_dispatch
aclnnAllGatherMatmulV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAlltoAllAllGatherBatchMatMul,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AlltoAllAllGatherBatchMatMul,AlltoAllAllGatherBatchMatMul,,,,,,AlltoAllAllGatherBatchMatMul,False,AlltoAllAllGatherBatchMatMulAscend,kernel_mod_impl/customize/all_to_all_all_gather_batchmatmul_aclnn_kernel.cc;kernel_mod_impl/customize/all_to_all_all_gather_batchmatmul_aclnn_kernel.h,,
aclnnAlltoAllvGroupedMatMul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAmax,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,ReduceMax,,,ReduceMax,ReduceMax,,,,True,,,,
aclnnAmin,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,ReduceMin,,,ReduceMin,ReduceMin,,,,True,,,,
aclnnAminmax,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAminmaxAll,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAminmaxDim,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAny,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,ReduceAny,,,ReduceAny,ReduceAny,,,,True,,,,
aclnnApplyAdamW,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnApplyAdamWQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnApplyAdamWV2,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AdamW,AdamW,,,,AdamW,AdamWAscend,,True,AdamWAscend,kernel_mod_impl/customize/adamw_aclnn_kernel.cc;kernel_mod_impl/customize/adamw_aclnn_kernel.h,,has_custom_dispatch
aclnnApplyFusedEmaAdam,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnApplyRotaryPosEmb,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,ApplyRotaryPosEmb,,,ApplyRotaryPosEmb,ApplyRotaryPosEmb,,,ApplyRotaryPosEmb,False,,,,
aclnnApplyRotaryPosEmbV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnApplyTopKTopP,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnArange,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Arange,Arange,,,,Arange,ArangeAscend,Arange,False,ArangeAscend,kernel_mod_impl/customize/arange_aclnn_kernel.cc;kernel_mod_impl/customize/arange_aclnn_kernel.h,,has_custom_dispatch
aclnnArgMax,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,ArgMaxExt,ArgMaxExt,,,,ArgMaxExt,ArgMaxAscend,,True,ArgMaxAscend,kernel_mod_impl/customize/argmax_ext_aclnn_kernel.cc;kernel_mod_impl/customize/argmax_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnArgMin,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,ArgMinExt,ArgMinExt,,,,ArgMinExt,ArgMinAscend,,True,ArgMinAscend,kernel_mod_impl/customize/argmin_ext_aclnn_kernel.cc;kernel_mod_impl/customize/argmin_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnArgsort,✅,✅,✅,✖️,✖️,✖️,✖️,custom_dispatch,,,,,,ArgSort,ArgSortAscend,,False,,,,has_custom_dispatch
aclnnAscendAntiQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAscendQuant,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,QuantV2,QuantV2,,,,,,,True,QuantV2Ascend,kernel_mod_impl/customize/quant_v2_aclnn_kernel.cc;kernel_mod_impl/customize/quant_v2_aclnn_kernel.h,,
aclnnAscendQuantV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAsin,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AsinExt,,,AsinExt,AsinExt,,,,True,,,,
aclnnAsinh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AsinhExt,,,AsinhExt,AsinhExt,,,,True,,,,
aclnnAtan,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,AtanExt,,,AtanExt,AtanExt,,,,True,,,,
aclnnAtan2,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Atan2Ext,,,Atan2Ext,Atan2Ext,,,,True,,,,
aclnnAtanh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Atanh,,,Atanh,Atanh,,,Atanh,False,,,,
aclnnAttentionUpdate,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnAvgPool2d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AvgPool1D;AvgPool2D,AvgPool1D;AvgPool2D,,,,,,AvgPool2D,False,AvgPool1DAscend;AvgPool2DAscend,kernel_mod_impl/customize/avg_pool1d_aclnn_kernel.cc;kernel_mod_impl/customize/avg_pool1d_aclnn_kernel.h;kernel_mod_impl/customize/avg_pool2d_aclnn_kernel.cc;kernel_mod_impl/customize/avg_pool2d_aclnn_kernel.h,,shared_by_2_ops
aclnnAvgPool2dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,AvgPool2DGrad,AvgPool2DGrad,,,,,,,True,AvgPool2DGradAscend,kernel_mod_impl/customize/avg_pool2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/avg_pool2d_grad_aclnn_kernel.h,,
aclnnAvgPool3d,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AvgPool3DExt,AvgPool3DExt,,,,AvgPool3DExt,AvgPool3DExtAscend,,True,AvgPool3dExtAscend,kernel_mod_impl/customize/avg_pool3d_ext_aclnn_kernel.cc;kernel_mod_impl/customize/avg_pool3d_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnAvgPool3dBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,AvgPool3DGradExt,AvgPool3DGradExt,,,,AvgPool3DGradExt,AvgPool3DGradExtAscend,,True,AvgPool3dGradExtAscend,kernel_mod_impl/customize/avg_pool3d_grad_ext_aclnn_kernel.cc;kernel_mod_impl/customize/avg_pool3d_grad_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnBackgroundReplace,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBaddbmm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Baddbmm,Baddbmm,,,,Baddbmm,BaddbmmAscend,Baddbmm,False,BaddbmmAclnnKernelMod,kernel_mod_impl/customize/baddbmm_aclnn_kernel.cc;kernel_mod_impl/customize/baddbmm_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchMatMul,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchMatMulExt,BatchMatMulExt,,,,BatchMatMul;BatchMatMulExt,BatchMatMulAscend;BatchMatMulExtAscend,,True,BMMExtAclnnKernelMod,kernel_mod_impl/customize/batch_matmul_aclnn_kernel.cc;kernel_mod_impl/customize/batch_matmul_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchMatMulReduceScatterAlltoAll,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,BatchMatMulReduceScatterAlltoAll,BatchMatMulReduceScatterAlltoAll,,,,,,BatchMatMulReduceScatterAlltoAll,False,BatchMatMulReduceScatterAlltoAllAscend,kernel_mod_impl/customize/batchmatmul_reduce_scatter_all_to_all_aclnn_kernel.cc;kernel_mod_impl/customize/batchmatmul_reduce_scatter_all_to_all_aclnn_kernel.h,,
aclnnBatchMatMulWeightNz,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBatchMatmulQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBatchNorm,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchNormExt,BatchNormExt,,,,BatchNormExt,BatchNormExtAscend,,True,BatchNormExtAscend,kernel_mod_impl/customize/batch_norm_ext_aclnn_kernel.cc;kernel_mod_impl/customize/batch_norm_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchNormBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchNormGradExt,BatchNormGradExt,,,,BatchNormGradExt,BatchNormGradExtAscend,,True,BatchNormGradExtAscend,kernel_mod_impl/customize/batch_norm_grad_ext_aclnn_kernel.cc;kernel_mod_impl/customize/batch_norm_grad_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchNormElemt,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchNormElemt,BatchNormElemt,,,,BatchNormElemt,BatchNormElemtAscend,BatchNormElemt,False,BatchNormElemtAscend,kernel_mod_impl/customize/batch_norm_elemt_aclnn_kernel.cc;kernel_mod_impl/customize/batch_norm_elemt_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchNormElemtBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BatchNormElemtGrad,,,BatchNormElemtGrad,BatchNormElemtGrad,,,,True,,,,
aclnnBatchNormGatherStatsWithCounts,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchNormGatherStatsWithCounts,BatchNormGatherStatsWithCounts,,,,BatchNormGatherStatsWithCounts,BatchNormGatherStatsWithCountsAscend,BatchNormGatherStatsWithCounts,False,BatchNormGatherStatsWithCountsAscend,kernel_mod_impl/customize/batch_norm_gather_stats_with_counts_aclnn_kernel.cc;kernel_mod_impl/customize/batch_norm_gather_stats_with_counts_aclnn_kernel.h,,has_custom_dispatch
aclnnBatchNormReduce,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBatchNormReduceBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BatchNormReduceGrad,,,BatchNormReduceGrad,BatchNormReduceGrad,,,,True,,,,
aclnnBatchNormStats,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BatchNormStats,BatchNormStats,,,,BatchNormStats,BatchNormStatsAscend,BatchNormStats,False,BatchNormStatsAscend,kernel_mod_impl/customize/batch_norm_stats_aclnn_kernel.cc;kernel_mod_impl/customize/batch_norm_stats_aclnn_kernel.h,,has_custom_dispatch
aclnnBernoulli,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBernoulliTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBidirectionLSTM,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBidirectionLSTMV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBinaryCrossEntropy,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BinaryCrossEntropy,BinaryCrossEntropy,,,,BinaryCrossEntropy,BinaryCrossEntropyAscend,BinaryCrossEntropy,False,BinaryCrossEntropyAclnnKernelMod,kernel_mod_impl/customize/binary_cross_entropy.cc;kernel_mod_impl/customize/binary_cross_entropy.h,,has_custom_dispatch
aclnnBinaryCrossEntropyBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,BinaryCrossEntropyGrad,BinaryCrossEntropyGrad,,,,,,,True,BinaryCrossEntropyGradAclnnKernelMod,kernel_mod_impl/customize/binary_cross_entropy_grad.cc;kernel_mod_impl/customize/binary_cross_entropy_grad.h,,
aclnnBinaryCrossEntropyWithLogits,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,BCEWithLogitsLoss,BCEWithLogitsLoss,,,,,,,True,BinaryCrossEntropyWithLogitsAclnnKernelMod,kernel_mod_impl/customize/binary_cross_entropy_with_logits.cc;kernel_mod_impl/customize/binary_cross_entropy_with_logits.h,,
aclnnBinaryCrossEntropyWithLogitsBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BinaryCrossEntropyWithLogitsBackward,BinaryCrossEntropyWithLogitsBackward,,,,BinaryCrossEntropyWithLogitsBackward,BinaryCrossEntropyWithLogitsBackwardAscend,BinaryCrossEntropyWithLogitsBackward,False,BinaryCrossEntropyWithLogitsBackwardAclnnKernelMod,kernel_mod_impl/customize/binary_cross_entropy_with_logits_backward.cc;kernel_mod_impl/customize/binary_cross_entropy_with_logits_backward.h,,has_custom_dispatch
aclnnBinaryCrossEntropyWithLogitsTargetBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnBincount,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,BincountExt,BincountExt,,,,BincountExt,BincountExtAscend,,True,BincountExtAscend,kernel_mod_impl/customize/bincount_ext_aclnn_kernel.cc;kernel_mod_impl/customize/bincount_ext_aclnn_kernel.h,,has_custom_dispatch
aclnnBitwiseAndScalar,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,BitwiseAndScalar,BitwiseAndScalar,,BitwiseAndScalar,BitwiseAndScalar,,,BitwiseAndScalar,False,BitwiseAndScalarAscend,kernel_mod_impl/customize/bitwise_and_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/bitwise_and_scalar_aclnn_kernel.h,,
aclnnBitwiseAndTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BitwiseAndTensor,,,BitwiseAndTensor,BitwiseAndTensor,,,BitwiseAndTensor,False,,,,
aclnnBitwiseNot,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BitwiseNot,,,BitwiseNot,BitwiseNot,,,BitwiseNot,False,,,,
aclnnBitwiseOrScalar,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,BitwiseOrScalar,BitwiseOrScalar,,BitwiseOrScalar,BitwiseOrScalar,,,BitwiseOrScalar,False,BitwiseOrScalarAscend,kernel_mod_impl/customize/bitwise_or_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/bitwise_or_scalar_aclnn_kernel.h,,
aclnnBitwiseOrTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BitwiseOrTensor,,,BitwiseOrTensor,BitwiseOrTensor,,,BitwiseOrTensor,False,,,,
aclnnBitwiseXorScalar,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,BitwiseXorScalar,BitwiseXorScalar,,BitwiseXorScalar,BitwiseXorScalar,,,BitwiseXorScalar,False,BitwiseXorScalarAscend,kernel_mod_impl/customize/bitwise_xor_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/bitwise_xor_scalar_aclnn_kernel.h,,
aclnnBitwiseXorTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,BitwiseXorTensor,,,BitwiseXorTensor,BitwiseXorTensor,,,BitwiseXorTensor,False,,,,
aclnnBlendImagesCustom,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCalculateConvolutionWeightSize,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCalculateMatmulWeightSize,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCalculateMatmulWeightSizeV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCast,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,Cast;MultiScaleDeformableAttn;MultiScaleDeformableAttnGrad,Cast;MultiScaleDeformableAttn;MultiScaleDeformableAttnGrad,,Cast,Cast,,,Cast,False,CastAscend;MultiScaleDeformableAttnAscend;MultiScaleDeformableAttnGradAscend,kernel_mod_impl/customize/cast_aclnn_kernel.cc;kernel_mod_impl/customize/cast_aclnn_kernel.h;kernel_mod_impl/customize/multi_scale_deformable_attn_aclnn_kernel.cc;kernel_mod_impl/customize/multi_scale_deformable_attn_aclnn_kernel.h;kernel_mod_impl/customize/multi_scale_deformable_attn_grad_aclnn_kernel.cc;kernel_mod_impl/customize/multi_scale_deformable_attn_grad_aclnn_kernel.h,,shared_by_3_ops
aclnnCat,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,Concat,Concat,,,,,,,True,ConcatAscend,kernel_mod_impl/customize/concat_aclnn_kernel.cc;kernel_mod_impl/customize/concat_aclnn_kernel.h,,
aclnnCeil,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Ceil,,,Ceil,Ceil,,,Ceil,False,,,,
aclnnCelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnChamferDistanceBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnChannelShuffle,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCircularPad2d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCircularPad2dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCircularPad3d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnCircularPad3dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnClamp,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,ClampScalar;InplaceClampScalar,InplaceClampScalar,,ClampScalar,ClampScalar,,,,True,InplaceClampScalarAclnnKernelMod,kernel_mod_impl/customize/inplace_clamp_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_clamp_scalar_aclnn_kernel.h,,shared_by_2_ops
